+-------+--------------+-------+---------------+----------------------------+
|   id  |     name     | level |     class     |            race            |
| 27148 |    Eldak     |   80  |  Чернокнижник |           Тролль           |
| 27149 |   Бакштаг    |   80  | Рыцарь смерти |            Гном            |
| 27150 |     Toor     |   80  |  Чернокнижник |           Нежить           |
| 27151 |     Xak      |   80  |   Разбойник   |        Ночной эльф         |
| 27152 |   Нагинат    |   51  |     Друид     |            Нага            |
| 27153 |    Rxbsty    |   80  |  Чернокнижник |         Эльф крови         |
| 27154 |  Justkirish  |   50  |      Маг      |            Нага            |
| 27155 |   Synaptic   |   80  |      Жрец     |           Эредар           |
| 27156 |    Wispio    |   80  |      Воин     |           Эредар           |
| 27157 |  Злойзефир   |   80  |     Друид     |       Пандарен(Орда)       |
| 27158 |   Drobers    |   27  |    Паладин    |          Человек           |
| 27159 |  Люблюбичей  |   80  | Рыцарь смерти |           Дреней           |
| 27160 |   Jaronimo   |   80  |     Друид     |            Орк             |
| 27161 |     Apox     |   80  |     Шаман     |          Человек           |
| 27162 |   Нагарога   |   72  |   Разбойник   |            Нага            |
| 27163 |     Соол     |   80  |    Паладин    |         Эльф крови         |
| 27164 |   Auirell    |   80  |      Жрец     |        Ночной эльф         |
| 27165 |     Мози     |   80  | Рыцарь смерти |         Эльф крови         |
| 27166 |   Dicemann   |   29  |     Друид     |           Таурен           |
| 27167 |   Buntarka   |   80  |      Воин     |        Ночной эльф         |
| 27168 |  Баблоспрей  |   80  |     Друид     |           Таурен           |
| 27169 |    Dunger    |   80  | Рыцарь смерти |        Ночной эльф         |
| 27170 |    Misena    |   18  |  Чернокнижник |            Орк             |
| 27171 |     Qcq      |   80  |     Шаман     |       Вульпера(Орда)       |
| 27172 |    Дцбел     |   80  |      Жрец     |           Нежить           |
| 27173 |    Azzula    |   80  |  Чернокнижник |          Человек           |
| 27174 |    Jinju     |   7   |     Друид     |      Пандарен(Альянс)      |
| 27175 |  Ланзаламас  |   80  |    Паладин    |          Человек           |
| 27176 |  Оркадьевич  |   80  |    Охотник    |            Орк             |
| 27177 |    Хищный    |   70  |    Охотник    |           Дреней           |
| 27178 |  Yggdrasil   |   80  |     Друид     |        Ночной эльф         |
| 27179 |   Безбубна   |   68  |     Шаман     |            Орк             |
| 27180 |  Airacobra   |   80  |      Жрец     |        Ночной эльф         |
| 27181 |    Hemate    |   1   |      Воин     |           Тролль           |
| 27182 |   Друлидыч   |   80  |     Друид     |           Тролль           |
| 27183 |  Даюнесразу  |   80  |    Охотник    |        Ночной эльф         |
| 27184 |   Barocco    |   80  |      Воин     |            Орк             |
| 27185 |   Astiota    |   80  |     Друид     |       Вульпера(Орда)       |
| 27186 |    Минимы    |   45  |      Воин     |        Высший эльф         |
| 27187 |     Krz      |   80  |  Чернокнижник |        Ночной эльф         |
| 27188 |   Добычик    |   68  |     Друид     |           Тролль           |
| 27189 |   Энканис    |   68  |    Паладин    |           Дворф            |
| 27190 |    Opiym     |   80  |     Шаман     |           Нежить           |
| 27191 |   Vaypuri    |   80  |      Жрец     |           Нежить           |
| 27192 |    Vadlen    |   80  |      Маг      |            Гном            |
| 27193 |    Кертис    |   80  |     Друид     |            Нага            |
| 27194 |    Дождь     |   80  |      Жрец     |           Гоблин           |
| 27195 |   Клубника   |   80  |     Шаман     |           Эредар           |
| 27196 |   Ондрюха    |   80  |   Разбойник   |        Ночной эльф         |
| 27197 |    Taygar    |   80  |     Друид     |           Нежить           |
| 27198 |   Гаринча    |   70  |      Маг      |           Дреней           |
| 27199 |   Hairake    |   80  |   Разбойник   |           Нежить           |
| 27200 | Inabakumori  |   80  |      Жрец     |           Эредар           |
| 27201 |   Магикаа    |   80  |      Маг      |           Дреней           |
| 27202 |    Bobux     |   80  |     Друид     |         Эльф крови         |
| 27203 | Тухлыйсупик  |   80  |    Охотник    |       Вульпера(Орда)       |
| 27204 |   Ерадиель   |   80  |   Разбойник   |        Ночной эльф         |
| 27205 |   Deleany    |   80  |      Жрец     |           Нежить           |
| 27206 |   Graymara   |   80  |      Жрец     |       Вульпера(Орда)       |
| 27207 |   Dalaran    |   80  |     Друид     |        Ночной эльф         |
| 27208 |    Dachui    |   11  |      Маг      |           Нежить           |
| 27209 |    Адрар     |   3   |     Друид     |         Эльф крови         |
| 27210 |   Непоседа   |   80  |     Друид     |           Таурен           |
| 27211 |   Канавка    |   80  |   Разбойник   |           Гоблин           |
| 27212 | Unstoppablex |   80  |    Паладин    |           Нежить           |
| 27213 |  Bezpaliva   |   80  | Рыцарь смерти |           Эредар           |
| 27214 |   Магазавр   |   80  |      Маг      |      Вульпера(Альянс)      |
| 27215 |     Abba     |   80  |      Жрец     |            Гном            |
| 27216 |  Пантелемон  |   68  |      Жрец     |           Тролль           |
| 27217 |    Delah     |   32  |      Жрец     |           Нежить           |
| 27218 |   Archieh    |   80  |     Шаман     |           Гоблин           |
| 27219 |    Ibaez     |   80  |      Жрец     |       Пандарен(Орда)       |
| 27220 |   Elementa   |   80  |     Шаман     |         Эльф крови         |
| 27221 |  Капибарик   |   80  |     Друид     |          Человек           |
| 27222 |    Френк     |   80  |   Разбойник   |         Эльф крови         |
| 27223 |  Фрутипупс   |   80  |      Маг      |        Ночной эльф         |
| 27224 |    Rinani    |   62  |     Шаман     |      Вульпера(Альянс)      |
| 27225 |    Furla     |   80  |    Паладин    |          Человек           |
| 27226 |   Waystone   |   80  |     Шаман     |           Тролль           |
| 27227 |   Kosmatik   |   80  |    Охотник    |          Человек           |
| 27228 | Неемговядину |   80  |      Воин     |           Таурен           |
| 27229 |    Гурий     |   80  | Рыцарь смерти |         Эльф крови         |
| 27230 |    Erelia    |   80  |    Охотник    |           Дреней           |
| 27231 |   Стигмат    |   80  |     Друид     |       Вульпера(Орда)       |
| 27232 |     Тюхе     |   80  | Рыцарь смерти |           Эредар           |
| 27233 |  Gerostrat   |   80  |      Маг      |           Ворген           |
| 27234 | Горасвятости |   80  |    Паладин    |           Таурен           |
| 27235 |     Пид      |   80  |      Маг      |          Человек           |
| 27236 |    Ксиго     |   80  | Рыцарь смерти |         Эльф крови         |
| 27237 |    Рехем     |   80  |  Чернокнижник |           Нежить           |
| 27238 |   Epidemik   |   80  | Рыцарь смерти |        Эльф бездны         |
| 27239 |   Таракент   |   80  |   Разбойник   |           Нежить           |
| 27240 | Otecmillagro |   80  |    Паладин    |           Таурен           |
| 27241 |  Perpeccop   |   72  |      Воин     |            Орк             |
| 27242 |   Destius    |   12  |  Чернокнижник |           Нежить           |
| 27243 |     Бтшн     |   20  |   Разбойник   |           Таурен           |
| 27244 |    Oligo     |   34  |    Паладин    |            Орк             |
| 27245 |   Линейка    |   80  |  Чернокнижник |           Гоблин           |
| 27246 |   Бульбек    |   80  |      Жрец     |      Вульпера(Альянс)      |
| 27247 |   Bangfrog   |   80  |     Друид     |           Таурен           |
| 27248 |   Терпилла   |   80  |      Жрец     |           Гоблин           |
| 27249 |    Uruchi    |   80  |      Воин     |            Нага            |
| 27250 |    Nozara    |   80  |    Паладин    |        Ночной эльф         |
| 27251 |   Девитаар   |   80  |      Воин     |           Ворген           |
| 27252 | Нашагадость  |   80  |     Шаман     |           Дворф            |
| 27253 |    Налбе     |   80  |    Паладин    |         Эльф крови         |
| 27254 |    Valna     |   80  |     Шаман     |           Дворф            |
| 27255 | Bladeshtorm  |   80  |      Воин     |       Вульпера(Орда)       |
| 27256 |  Свинострел  |   80  |    Охотник    |           Тролль           |
| 27257 |     Bred     |   80  |    Паладин    |         Эльф крови         |
| 27258 |   Трулялям   |   80  |      Маг      |           Гоблин           |
| 27259 |   Сифилес    |   80  |      Маг      |           Нежить           |
| 27260 | Турбофистинг |   80  |  Чернокнижник |           Нежить           |
| 27261 |  Сатаняшка   |   80  |  Чернокнижник |         Эльф крови         |
| 27262 |  Slavenzki   |   80  |   Разбойник   |            Гном            |
| 27263 |    Ламмия    |   80  |  Чернокнижник |           Дреней           |
| 27264 |    Biops     |   80  |    Паладин    |           Нежить           |
| 27265 |   Шабшутер   |   80  |    Охотник    |           Ворген           |
| 27266 | Детственница |   80  |  Чернокнижник |            Орк             |
| 27267 |    Hehexd    |   80  |     Шаман     |           Эредар           |
| 27268 |    Ayomis    |   80  | Рыцарь смерти |          Человек           |
| 27269 | Whosurdaddy  |   80  |      Воин     |            Орк             |
| 27270 |   Эларина    |   80  |    Охотник    |           Дреней           |
| 27271 |     Паль     |   80  |    Паладин    |          Человек           |
| 27272 |    Evanse    |   80  | Рыцарь смерти |            Орк             |
| 27273 |     Пышь     |   80  |  Чернокнижник |           Гоблин           |
| 27274 |   Сангвин    |   80  | Рыцарь смерти |           Таурен           |
| 27275 |  Чиколдерик  |   80  |      Воин     |           Дворф            |
| 27276 |    Агата     |   43  |     Друид     |        Ночной эльф         |
| 27277 |  Seedushka   |   80  |    Паладин    |            Орк             |
| 27278 |    Maneki    |   28  |      Маг      |           Дреней           |
| 27279 |    Nanara    |   80  |     Друид     |         Эльф крови         |
| 27280 |   Lonfael    |   80  | Рыцарь смерти |           Ворген           |
| 27281 |   Копертин   |   12  |   Разбойник   |            Гном            |
| 27282 | Krestonossec |   80  |      Воин     |          Человек           |
| 27283 |   Vaedort    |   1   |    Паладин    |        Ночной эльф         |
| 27284 |   Qtermal    |   80  | Рыцарь смерти |          Человек           |
| 27285 |  Cuncobaku   |   80  |  Чернокнижник |       Вульпера(Орда)       |
| 27286 |   Bowjobqt   |   80  |     Друид     |            Орк             |
| 27287 |   Maxwell    |   80  |      Жрец     |           Эредар           |
| 27288 |    Fastig    |   80  |    Паладин    |         Эльф крови         |
| 27289 |     Ничь     |   80  |     Друид     |           Нежить           |
| 27290 |  Ведьмачка   |   14  |      Воин     |          Человек           |
| 27291 |   Михдрек    |   9   |    Паладин    |            Орк             |
| 27292 |    Xenaas    |   80  |    Паладин    |           Таурен           |
| 27293 |   Умоляйте   |   80  | Рыцарь смерти |          Человек           |
| 27294 |  Ганжабина   |   80  |     Друид     |        Ночной эльф         |
| 27295 |    Asqura    |   80  |      Жрец     |        Ночной эльф         |
| 27296 |  Читинская   |   80  |   Разбойник   |        Ночной эльф         |
| 27297 |  Нахтигаль   |   54  |      Воин     |           Ворген           |
| 27298 |    Lianx     |   12  |      Жрец     |           Нежить           |
| 27299 |  Прапоршик   |   80  |    Паладин    |           Таурен           |
| 27300 |   Holtoba    |   80  |      Жрец     |        Эльф бездны         |
| 27301 |  Lollylips   |   80  |   Разбойник   |          Человек           |
| 27302 |    Shalin    |   80  |     Шаман     |         Эльф крови         |
| 27303 |    Яброни    |   80  |    Охотник    |          Человек           |
| 27304 |     Vsti     |   80  | Рыцарь смерти |           Нежить           |
| 27305 |   Талибан    |   80  |     Шаман     |           Дворф            |
| 27306 |    Hileon    |   80  |    Охотник    |         Эльф крови         |
| 27307 |   Вульпай    |   80  |     Друид     |       Вульпера(Орда)       |
| 27308 |   Trunive    |   80  |    Паладин    |        Эльф бездны         |
| 27309 |  Elementium  |   34  |     Шаман     |           Гоблин           |
| 27310 |  Диаболишна  |   80  |  Чернокнижник |           Нежить           |
| 27311 | Фендрагонус  |   80  | Рыцарь смерти |         Эльф крови         |
| 27312 |  Непоймана   |   33  |   Разбойник   |        Ночной эльф         |
| 27313 |    Кисиго    |   80  |  Чернокнижник |         Эльф крови         |
| 27314 |   Сорфарос   |   80  |     Друид     |        Ночной эльф         |
| 27315 |    Подхил    |   80  |      Жрец     |           Тролль           |
| 27316 |    Dazur     |   80  |      Маг      |           Нежить           |
| 27317 |   Жестокая   |   80  | Рыцарь смерти |         Эльф крови         |
| 27318 |    Rogia     |   80  |   Разбойник   |        Ночной эльф         |
| 27319 |    Vanlir    |   80  |    Паладин    |            Орк             |
| 27320 |    Flaerq    |   80  | Рыцарь смерти |          Человек           |
| 27321 |     Шуся     |   80  |     Шаман     |      Вульпера(Альянс)      |
| 27322 |  Xakkyapple  |   80  |      Жрец     |          Человек           |
| 27323 |   Тсукатик   |   80  |      Жрец     |        Ночной эльф         |
| 27324 |    Кутак     |   80  |    Охотник    |          Человек           |
| 27325 | Thefatality  |   70  |  Чернокнижник |           Дреней           |
| 27326 |    Выфао     |   80  |      Воин     |        Ночной эльф         |
| 27327 |    Амбуш     |   80  |   Разбойник   |           Нежить           |
| 27328 |  Keepasmilw  |   61  |   Разбойник   |           Гоблин           |
| 27329 |     Hyax     |   73  |    Охотник    |           Гоблин           |
| 27330 | Supernatural |   80  |    Паладин    |         Эльф крови         |
| 27331 |   Вездеход   |   19  |     Друид     |          Человек           |
| 27332 |   Daridis    |   74  |     Друид     |          Человек           |
| 27333 |   Крапивка   |   80  |      Жрец     |       Вульпера(Орда)       |
| 27334 | Подсосновник |   80  |  Чернокнижник |           Нежить           |
| 27335 |    Kessha    |   44  |      Воин     |           Дреней           |
| 27336 |   Вермахт    |   80  |     Друид     |           Таурен           |
| 27337 |      Вя      |   77  |    Охотник    |            Орк             |
| 27338 |  Godmodeon   |   80  | Рыцарь смерти |            Орк             |
| 27339 | Батяскверны  |   80  |  Чернокнижник |           Гоблин           |
| 27340 | Nepobedimaya |   80  |     Друид     |        Ночной эльф         |
| 27341 | Периодонтит  |   80  |      Маг      |           Нежить           |
| 27342 |  Стенащитов  |   80  |    Паладин    |           Дреней           |
| 27343 |     Oyy      |   80  | Рыцарь смерти |        Ночной эльф         |
| 27344 |   Salianka   |   80  |      Воин     |            Орк             |
| 27345 |    Майнд     |   80  |      Маг      |        Ночной эльф         |
| 27346 |  Мастерсерж  |   80  |     Друид     |        Ночной эльф         |
| 27347 |  Иерархист   |   80  | Рыцарь смерти |           Таурен           |
| 27348 |    Волпер    |   80  |    Паладин    |           Таурен           |
| 27349 |  Дефикатор   |   80  |    Паладин    |           Нежить           |
| 27350 |     Ooy      |   80  |      Воин     |        Ночной эльф         |
| 27351 |  Розасмерти  |   80  |     Шаман     |        Эльф бездны         |
| 27352 |    Енфик     |   80  |   Разбойник   |      Вульпера(Альянс)      |
| 27353 |     Laut     |   80  |      Маг      |           Тролль           |
| 27354 |   Ilfirin    |   80  |   Разбойник   |           Ворген           |
| 27355 |   Imperce    |   80  |  Чернокнижник |           Дворф            |
| 27356 | Сочнаябулка  |   80  |     Друид     |         Эльф крови         |
| 27357 |  Exxcalibur  |   80  |   Разбойник   |        Ночной эльф         |
| 27358 |     Киа      |   72  |      Жрец     |        Ночной эльф         |
| 27359 | Andrtoronto  |   80  |     Друид     |           Нежить           |
| 27360 |   Биотрисс   |   66  |    Охотник    |           Дреней           |
| 27361 |  Темнаясью   |   44  |   Разбойник   |           Тролль           |
| 27362 | Гачимучианец |   38  |    Паладин    |         Эльф крови         |
| 27363 | Сампосебехан |   80  |    Охотник    |            Орк             |
| 27364 |   Hellroks   |   80  |  Чернокнижник |           Нежить           |
| 27365 |   Бармусик   |   80  |     Шаман     |           Нежить           |
| 27366 |    Rikudo    |   80  |      Воин     |           Гоблин           |
| 27367 |    Auesh     |   80  |      Маг      |          Человек           |
| 27368 | Хантпетрович |   32  |    Охотник    |          Человек           |
| 27369 |    Magmas    |   80  |  Чернокнижник |      Пандарен(Альянс)      |
| 27370 |  Пыдрэзайло  |   80  |   Разбойник   |            Гном            |
| 27371 |   Kitobir    |   61  |    Паладин    |           Дреней           |
| 27372 |     Taz      |   80  |     Шаман     |           Тролль           |
| 27373 | Firewizardx  |   80  |      Маг      |        Эльф бездны         |
| 27374 |   Vasklodt   |   80  |     Друид     |          Человек           |
| 27375 |    Leveli    |   80  |     Шаман     |       Пандарен(Орда)       |
| 27376 |   Iongire    |   10  |    Охотник    |        Высший эльф         |
| 27377 |   Шадоудар   |   80  |      Жрец     |        Высший эльф         |
| 27378 |   Kelthas    |   80  |      Маг      |         Эльф крови         |
| 27379 |    Hazker    |   80  |   Разбойник   |            Орк             |
| 27380 |  Nortungrio  |   80  | Рыцарь смерти |           Дреней           |
| 27381 | Пэлодосочка  |   80  |    Паладин    |            Орк             |
| 27382 |    Kurato    |   65  |    Охотник    |      Вульпера(Альянс)      |
| 27383 |    Folnir    |   80  | Рыцарь смерти |          Человек           |
| 27384 |  Morepewpew  |   80  |    Охотник    |           Гоблин           |
| 27385 |    Zerikl    |   80  | Рыцарь смерти |           Гоблин           |
| 27386 |   Neowise    |   80  |      Маг      |         Эльф крови         |
| 27387 |   Angrycat   |   2   |     Друид     |          Человек           |
| 27388 |   Kratexdx   |   80  |      Маг      |           Нежить           |
| 27389 | Совершенная  |   80  |     Шаман     |          Человек           |
| 27390 |   Блоходав   |   52  |   Разбойник   |           Дреней           |
| 27391 |  Ultrawolf   |   4   |      Воин     |           Ворген           |
| 27392 |     Fany     |   77  |    Охотник    |        Ночной эльф         |
| 27393 |   Dracarys   |   80  |     Шаман     |       Вульпера(Орда)       |
| 27394 | Illililillil |   80  |   Разбойник   |        Ночной эльф         |
| 27395 |    Cmpax     |   80  |      Воин     |          Человек           |
| 27396 |  Yatsukamig  |   1   |      Жрец     |            Орк             |
| 27397 |  Majajashka  |   80  |      Жрец     |        Высший эльф         |
| 27398 |   Rendexi    |   80  |     Шаман     |        Ночной эльф         |
| 27399 |  Devanessa   |   80  |     Друид     |        Высший эльф         |
| 27400 |  Кунэмберан  |   80  |     Друид     |        Эльф бездны         |
| 27401 | Striderbilly |   80  | Рыцарь смерти |            Орк             |
| 27402 |   Luperkal   |   80  |    Паладин    |        Эльф бездны         |
| 27403 |   Nazumorr   |   80  |      Воин     |            Орк             |
| 27404 |    Литлл     |   80  | Рыцарь смерти |            Гном            |
| 27405 |    Pacha     |   80  |      Воин     |          Человек           |
| 27406 |   Kynlana    |   80  |    Паладин    |           Эредар           |
| 27407 |    Китнес    |   80  |      Воин     |         Эльф крови         |
| 27408 |   Джиксерр   |   80  |    Паладин    |           Нежить           |
| 27409 |    Кутик     |   80  |    Охотник    |        Ночной эльф         |
| 27410 |   Волонтер   |   19  |     Друид     |        Ночной эльф         |
| 27411 |   Legoshi    |   80  |    Паладин    |      Вульпера(Альянс)      |
| 27412 |    Yogurt    |   80  | Рыцарь смерти |           Дреней           |
| 27413 |   Newwera    |   80  |   Разбойник   |       Ночнорожденный       |
| 27414 |   Димасбш    |   80  |      Воин     |          Человек           |
| 27415 |     Абвг     |   80  |     Друид     |           Эредар           |
| 27416 | Чистопокайфу |   80  | Рыцарь смерти |         Эльф крови         |
| 27417 | Неиззвестный |   38  |  Чернокнижник |           Дреней           |
| 27418 |  Unlimited   |   80  | Рыцарь смерти |         Эльф крови         |
| 27419 | Стучупогробу |   80  |    Охотник    |           Ворген           |
| 27420 |  Челодастр   |   80  |  Чернокнижник |          Человек           |
| 27421 |  Грозашколы  |   80  |     Друид     |         Эльф крови         |
| 27422 |  Machinist   |   80  |   Разбойник   |        Ночной эльф         |
| 27423 |  Deadbikes   |   80  | Рыцарь смерти |           Дреней           |
| 27424 |   Selgunk    |   11  |    Охотник    |            Орк             |
| 27425 |   Дизуронн   |   80  |  Чернокнижник |           Гоблин           |
| 27426 |    Хигсон    |   80  |    Паладин    |           Таурен           |
| 27427 |   Нортунг    |   80  |    Охотник    |        Ночной эльф         |
| 27428 |    Poran     |   28  |    Охотник    |        Ночной эльф         |
| 27429 |    Allsee    |   80  |      Жрец     |        Эльф бездны         |
| 27430 |    Оунна     |   80  |      Воин     |            Гном            |
| 27431 |   Беверли    |   80  |      Маг      |           Нежить           |
| 27432 |     Herm     |   80  |    Паладин    |            Орк             |
| 27433 |   Kyurand    |   80  |      Воин     |           Гоблин           |
| 27434 |    Делор     |   80  |     Шаман     |         Эльф крови         |
| 27435 |    Синкай    |   80  |      Воин     |          Человек           |
| 27436 |   Напердыш   |   80  | Рыцарь смерти |          Человек           |
| 27437 |  Snapdragon  |   1   |      Воин     |          Человек           |
| 27438 |    Carnaj    |   1   |      Маг      |           Нежить           |
| 27439 |    Werdes    |   38  |  Чернокнижник |            Гном            |
| 27440 |   Буревар    |   17  |     Шаман     |            Орк             |
| 27441 |   Drakkal    |   80  |     Шаман     |           Тролль           |
| 27442 |   Вуалька    |   80  |    Охотник    |         Эльф крови         |
| 27443 |  Снежныйдед  |   72  |      Маг      |            Гном            |
| 27444 |   Укитаки    |   80  | Рыцарь смерти |            Орк             |
| 27445 |   Хэлбрут    |   80  |      Воин     |            Орк             |
| 27446 |  Нетопприст  |   80  |      Жрец     |        Ночной эльф         |
| 27447 |    Taanu     |   80  |      Маг      |           Дреней           |
| 27448 |   Shymaher   |   62  |     Друид     |           Таурен           |
| 27449 | Кузбассочка  |   80  |      Маг      |        Ночной эльф         |
| 27450 |   Demencia   |   80  |   Разбойник   |        Ночной эльф         |
| 27451 |  Гангмашина  |   80  | Рыцарь смерти |        Ночной эльф         |
| 27452 |   Killuax    |   80  |   Разбойник   |        Ночной эльф         |
| 27453 | Barakbabama  |   80  |     Друид     |         Эльф крови         |
| 27454 |    Querry    |   80  |     Шаман     |        Ночной эльф         |
| 27455 |    Гнедой    |   80  |  Чернокнижник |           Гоблин           |
| 27456 |    Erlon     |   80  |  Чернокнижник |           Гоблин           |
| 27457 |   Defackk    |   45  |    Охотник    |           Нежить           |
| 27458 | Санямаетный  |   80  |    Паладин    |        Эльф бездны         |
| 27459 | Tolyanbotan  |   53  |    Охотник    |           Гоблин           |
| 27460 |  Dareizden   |   80  |  Чернокнижник |           Эредар           |
| 27461 | Катоитекато  |   80  |     Друид     |        Высший эльф         |
| 27462 | Пушистыйхил  |   80  |      Жрец     |       Вульпера(Орда)       |
| 27463 |     Ccg      |   80  |     Шаман     |        Ночной эльф         |
| 27464 |   Losivod    |   80  |      Жрец     |         Эльф крови         |
| 27465 |   Rukoblud   |   43  |    Паладин    |         Эльф крови         |
| 27466 |    Shumi     |   80  |      Воин     |        Эльф бездны         |
| 27467 |   Дядяджон   |   80  | Рыцарь смерти |            Гном            |
| 27468 |    Шовсё     |   19  |      Воин     |          Человек           |
| 27469 |    Лирэнс    |   80  |  Чернокнижник |         Эльф крови         |
| 27470 |   Архижнец   |   35  |  Чернокнижник |           Нежить           |
| 27471 |    Nacio     |   80  |    Паладин    |         Эльф крови         |
| 27472 |  Hellaramus  |   80  |  Чернокнижник |           Нежить           |
| 27473 |    Финита    |   80  |     Шаман     |           Гоблин           |
| 27474 |     Jpox     |   2   |      Маг      |            Нага            |
| 27475 |   Erikarly   |   68  |      Воин     |       Вульпера(Орда)       |
| 27476 |  Окситоцин   |   80  |    Паладин    |           Дреней           |
| 27477 |    Prille    |   80  |      Маг      |         Эльф крови         |
| 27478 |   Джонидеп   |   80  |    Паладин    |         Эльф крови         |
| 27479 |    Дахут     |   80  |      Жрец     |        Ночной эльф         |
| 27480 |    Nochas    |   46  |     Друид     |           Нежить           |
| 27481 |    Putna     |   80  | Рыцарь смерти |            Орк             |
| 27482 |  Гриндерок   |   80  |   Разбойник   |      Вульпера(Альянс)      |
| 27483 |    Ассаши    |   80  | Рыцарь смерти |        Ночной эльф         |
| 27484 |   Муайтаец   |   80  |    Паладин    |          Человек           |
| 27485 |   Drimkal    |   51  |     Друид     |           Тролль           |
| 27486 |   Grimkore   |   34  |  Чернокнижник |           Гоблин           |
| 27487 |    Qwqwqw    |   80  |   Разбойник   |        Высший эльф         |
| 27488 |    Ранин     |   80  |     Друид     |          Человек           |
| 27489 |  Саламварам  |   76  |      Жрец     |           Нежить           |
| 27490 |    Саемь     |   2   |    Охотник    |        Ночной эльф         |
| 27491 |    Igrok     |   80  |      Воин     |       Вульпера(Орда)       |
| 27492 |    Waruz     |   80  | Рыцарь смерти |          Человек           |
| 27493 |    Орибус    |   13  |  Чернокнижник |           Гоблин           |
| 27494 |     Гатс     |   80  |      Воин     |       Пандарен(Орда)       |
| 27495 |    Skybus    |   80  |      Жрец     |      Пандарен(Альянс)      |
| 27496 |   Шадовик    |   11  |      Жрец     |           Нежить           |
| 27497 |     Iraq     |   1   |    Охотник    |           Ворген           |
| 27498 |    Ахуель    |   80  | Рыцарь смерти |            Орк             |
| 27499 |  Seeyousoon  |   80  |  Чернокнижник |        Ночной эльф         |
| 27500 |    Самбо     |   80  | Рыцарь смерти |           Дреней           |
| 27501 |     Ирак     |   1   |      Воин     |         Эльф крови         |
| 27502 |  Speedrush   |   80  |      Маг      |        Высший эльф         |
| 27503 |    Шедди     |   80  | Рыцарь смерти |        Высший эльф         |
| 27504 |    Джефер    |   22  |    Паладин    |            Орк             |
| 27505 |   Samplix    |   80  |      Маг      |           Дреней           |
| 27506 |  Vortexevo   |   80  |  Чернокнижник |           Нежить           |
| 27507 |   Ядикэйа    |   80  | Рыцарь смерти |           Гоблин           |
| 27508 |    Грежул    |   80  |     Шаман     |            Орк             |
| 27509 |  Закнайфен   |   80  | Рыцарь смерти |           Ворген           |
| 27510 | Оргазмсоседу |   80  |     Друид     |        Ночной эльф         |
| 27511 |  Magdeburg   |   80  |     Друид     |            Нага            |
| 27512 |    Ггбрат    |   9   |    Паладин    |        Ночной эльф         |
| 27513 |  Jelsomino   |   37  |    Паладин    |         Эльф крови         |
| 27514 |  Креветкон   |   27  |     Друид     |          Человек           |
| 27515 |   Палекарп   |   14  |      Маг      |           Нежить           |
| 27516 |    Рангер    |   80  |    Паладин    |           Гоблин           |
| 27517 |  Ботоводер   |   80  |    Паладин    |           Дворф            |
| 27518 |   Daakius    |   75  |      Воин     |           Дреней           |
| 27519 | Kartoshechka |   80  |      Жрец     |        Высший эльф         |
| 27520 |     Аза      |   80  |   Разбойник   |       Ночнорожденный       |
| 27521 |   Жаровня    |   80  |      Жрец     |         Эльф крови         |
| 27522 | Дизельтурбо  |   80  |     Шаман     |          Человек           |
| 27523 |    Daskal    |   80  |  Чернокнижник |        Ночной эльф         |
| 27524 |    Боджек    |   80  |     Шаман     |           Дреней           |
| 27525 |    Amakir    |   80  |    Паладин    |            Орк             |
| 27526 |    Хикка     |   80  |     Друид     |           Нежить           |
| 27527 |    Таллин    |   23  |      Воин     |            Орк             |
| 27528 |    Шакич     |   80  |   Разбойник   |           Нежить           |
| 27529 |    Newell    |   80  |   Разбойник   |         Эльф крови         |
| 27530 |  Steklovata  |   80  |     Друид     |           Гоблин           |
| 27531 |  Термитикс   |   1   |      Жрец     |           Тролль           |
| 27532 |  Starskream  |   80  |      Жрец     |          Человек           |
| 27533 | Пепендуфель  |   80  |     Друид     |           Таурен           |
| 27534 |   Hiyorii    |   80  |      Маг      |         Эльф крови         |
| 27535 | Lovecontrole |   80  |      Маг      |            Нага            |
| 27536 |    Encore    |   80  |      Жрец     |           Нежить           |
| 27537 |  Гидропони   |   80  | Рыцарь смерти |           Ворген           |
| 27538 | Listeonename |   80  |    Паладин    |          Человек           |
| 27539 |     Воут     |   80  |  Чернокнижник |           Нежить           |
| 27540 |  Виндхельм   |   56  |   Разбойник   |           Нежить           |
| 27541 |    Auonn     |   43  |     Шаман     |           Таурен           |
| 27542 |   Никсеом    |   80  | Рыцарь смерти |        Ночной эльф         |
| 27543 |   Покупай    |   80  |     Шаман     |           Гоблин           |
| 27544 |    Duncey    |   55  |      Жрец     |           Нежить           |
| 27545 |  Побрейзубы  |   80  |    Паладин    |        Ночной эльф         |
| 27546 |    Frina     |   80  | Рыцарь смерти |         Эльф крови         |
| 27547 | Dristalische |   80  |   Разбойник   |       Вульпера(Орда)       |
| 27548 |   Nergalss   |   1   |      Жрец     |            Орк             |
| 27549 |    Frigg     |   80  |      Маг      |        Высший эльф         |
| 27550 |   Whithria   |   80  |    Паладин    |        Ночной эльф         |
| 27551 |     Энио     |   68  |     Шаман     |        Ночной эльф         |
| 27552 |   Сильвина   |   80  |      Жрец     |           Нежить           |
| 27553 | Зачарованная |   80  |      Маг      |          Человек           |
| 27554 |     Ondo     |   80  | Рыцарь смерти |         Эльф крови         |
| 27555 |  Джибанутая  |   60  |  Чернокнижник |        Ночной эльф         |
